Pclass,Age,SibSp,Parch,Ticket,Fare,Family,Name_0,Name_1,Sex_female,Sex_male,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Embarked_C,Embarked_Q,Embarked_S
3,24.0,0,3,64,19.2583,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.2292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,41.0,2,0,264,14.1083,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,21.0,1,0,713,11.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,48.0,0,0,713,25.9292,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
3,28.0,8,2,11,69.55,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,24.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,42.0,0,0,713,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,27.0,1,0,713,13.8583,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,31.0,0,0,713,50.4958,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,9.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,4.0,1,1,147,11.1333,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,26.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,47.0,1,1,264,52.5542,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,33.0,0,0,713,5.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,47.0,0,0,713,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,1,0,264,24.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,15.0,0,0,713,7.225,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,20.0,0,0,264,9.8458,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,19.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,56.0,0,1,147,83.1583,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2,25.0,0,1,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,33.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,22.0,0,0,713,10.5167,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,713,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,25.0,0,0,713,7.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,39.0,0,5,24,29.125,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,27.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,19.0,0,0,713,30.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
3,28.0,1,2,64,23.45,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,26.0,0,0,713,30.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3,32.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,34.5,0,0,713,7.8292,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,47.0,1,0,713,7.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,62.0,0,0,713,9.6875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,27.0,0,0,713,8.6625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,22.0,1,1,264,12.2875,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,14.0,0,0,713,9.225,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,30.0,0,0,713,7.6292,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,26.0,1,1,147,29.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,18.0,0,0,713,7.2292,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,21.0,2,0,147,24.15,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,46.0,0,0,713,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,23.0,1,0,264,82.2667,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,63.0,1,0,264,26.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,47.0,1,0,264,61.175,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2,24.0,1,0,264,27.7208,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2,35.0,0,0,713,12.35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,21.0,0,0,713,7.225,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,27.0,1,0,713,7.925,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,45.0,0,0,713,7.225,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,55.0,1,0,264,59.4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,9.0,0,1,713,3.1708,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,713,31.6833,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,21.0,0,1,264,61.3792,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,48.0,1,3,70,262.375,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3,50.0,1,0,264,14.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,22.0,0,1,264,61.9792,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3,22.5,0,0,713,7.225,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,41.0,0,0,713,30.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,28.0,2,0,147,21.6792,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,50.0,1,0,264,26.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,24.0,2,0,147,31.5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,33.0,1,2,64,20.575,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,2,64,23.45,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,30.0,1,0,264,57.75,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3,18.5,0,0,713,7.2292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,8.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,21.0,0,0,713,8.6625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,25.0,0,0,713,9.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,16,56.4958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,39.0,0,1,264,13.4167,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,28.0,0,0,713,26.55,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3,41.0,0,0,713,7.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,30.0,0,0,713,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,45.0,1,0,264,52.5542,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
3,25.0,0,0,713,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,45.0,0,0,713,29.7,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,60.0,0,0,264,76.2917,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
3,36.0,0,2,147,15.9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,24.0,1,0,264,60.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2,27.0,0,0,713,15.0333,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,20.0,2,1,264,23.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,28.0,3,2,24,263.0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2,28.0,0,0,713,15.5792,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,10.0,4,1,24,29.125,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,35.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,25.0,0,0,713,7.65,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3,28.0,1,0,264,16.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,36.0,0,0,70,262.375,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3,17.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,32.0,0,0,713,13.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,18.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,22.0,0,0,713,7.725,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,13.0,2,2,70,262.375,4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2,28.0,0,0,264,21.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,18.0,0,0,713,7.8792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,47.0,0,0,264,42.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,31.0,0,0,713,28.5375,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1,60.0,1,4,24,263.0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3,24.0,0,0,713,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,21.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,29.0,0,0,713,7.925,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,28.5,0,0,713,27.7208,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,35.0,0,0,70,211.5,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1,32.5,0,0,70,211.5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3,28.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,55.0,2,0,713,25.7,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2,30.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,24.0,0,0,713,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,6.0,1,1,147,15.2458,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,67.0,1,0,64,221.7792,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,49.0,0,0,713,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,713,10.7083,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,28.0,1,0,264,14.4542,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,27.0,0,0,713,7.8792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,18.0,0,0,713,8.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,2.0,1,1,147,23.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,22.0,1,0,264,13.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.775,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,27.0,1,2,264,52.0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,25.0,0,0,713,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,25.0,0,0,713,7.7958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,76.0,1,0,147,78.85,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3,29.0,0,0,713,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,20.0,0,0,713,7.8542,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,33.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,43.0,1,0,264,55.4417,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2,27.0,1,0,264,26.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,26.0,0,0,713,7.775,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,16.0,1,1,264,8.5167,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,147,22.525,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,21.0,0,0,713,7.8208,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,28.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,28.0,0,0,713,8.7125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,18.5,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2,41.0,0,0,713,15.0458,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.7792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,36.0,0,0,713,31.6792,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
3,18.5,0,0,713,7.2833,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,63.0,1,0,64,221.7792,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3,18.0,1,0,264,14.4542,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,6.4375,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1.0,1,1,147,16.7,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,36.0,0,0,264,75.2417,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2,29.0,1,0,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,12.0,0,0,264,15.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,0,713,7.75,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,35.0,1,0,264,57.75,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,17.0,0,1,264,16.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,22.0,0,0,713,7.7958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,2,0,147,23.25,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,42.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,24.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,32.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,53.0,0,0,713,28.5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3,28.0,0,4,70,25.4667,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,0,713,6.4375,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,43.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,24.0,0,0,713,7.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,26.5,0,0,713,7.225,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,26.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,23.0,0,0,713,8.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,40.0,1,6,16,46.9,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,10.0,5,2,16,46.9,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,33.0,0,0,24,151.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,61.0,1,3,70,262.375,4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2,28.0,0,0,264,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,42.0,0,0,713,26.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,31.0,3,0,264,18.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,264,51.8625,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3,22.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,713,26.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,30.0,1,1,264,26.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,23.0,0,1,147,83.1583,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,60.5,0,0,713,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,36.0,0,2,264,12.1833,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,13.0,4,2,70,31.3875,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,24.0,0,0,713,7.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,29.0,0,0,64,221.7792,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3,23.0,0,0,713,7.8542,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,42.0,0,0,713,26.55,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3,26.0,0,2,147,13.775,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.7333,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,7.0,1,1,147,15.2458,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,26.0,0,0,713,13.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,41.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,26.0,1,1,147,22.025,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,48.0,0,0,713,50.4958,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
3,18.0,2,2,70,34.375,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,713,27.7208,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,22.0,0,0,713,8.9625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,27.0,0,0,713,7.225,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,23.0,1,0,264,13.9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.2292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,40.0,1,5,70,31.3875,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,15.0,0,2,147,39.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,20.0,0,0,64,36.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,54.0,1,0,264,55.4417,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2,36.0,0,3,64,39.0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,64.0,0,2,147,83.1583,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2,30.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,37.0,1,1,147,83.1583,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1,18.0,1,0,264,53.1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
3,28.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,27.0,1,1,147,247.5208,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2,40.0,0,0,713,16.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,21.0,0,1,264,21.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,17.0,2,0,713,8.05,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,8,2,11,69.55,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,40.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,34.0,1,0,264,26.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,713,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,11.5,1,1,147,14.5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,61.0,0,0,713,12.35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,8.0,0,2,147,32.5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,33.0,0,0,713,7.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,6.0,0,2,70,134.5,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
3,18.0,0,0,713,7.775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,23.0,0,0,713,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,8.1125,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,264,15.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0.33,0,2,147,14.4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,47.0,1,0,70,227.525,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2,8.0,1,1,147,26.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,25.0,0,0,713,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,713,25.7417,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,35.0,0,0,713,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,24.0,0,0,713,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,33.0,0,0,713,27.7208,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
3,25.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,32.0,0,0,147,22.525,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,17.0,0,0,70,73.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,60.0,1,0,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,38.0,4,2,713,7.775,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,42.0,0,0,713,42.5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,57.0,1,1,64,164.8667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,50.0,1,1,70,211.5,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3,28.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,30.0,1,0,713,13.8583,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,21.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,22.0,0,0,713,10.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
3,21.0,0,0,713,7.7958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,53.0,0,0,713,27.4458,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,2,147,15.2458,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,23.0,0,0,713,7.7958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,40.5,0,0,264,15.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,36.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,14.0,0,0,70,65.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,21.0,0,0,713,26.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,21.0,1,0,713,6.4958,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8792,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,39.0,1,0,264,71.2833,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3,20.0,0,0,713,7.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,64.0,1,0,264,75.25,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
3,20.0,0,0,713,7.225,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,18.0,1,1,713,13.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,48.0,1,0,147,106.425,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1,55.0,0,0,713,27.7208,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2,45.0,0,2,264,30.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,45.0,1,1,70,134.5,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
3,28.0,0,0,713,7.8875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,2,64,23.45,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,41.0,1,0,264,51.8625,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2,22.0,0,0,264,21.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,42.0,1,1,147,32.5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,29.0,1,0,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,0,264,14.4542,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0.92,1,2,64,27.75,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,20.0,0,0,713,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,27.0,1,0,264,136.7792,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
